cluster,offender,count,file_count,top_subpatterns,top_files
RC1-class-static-member-access,TransactionKind,101,18,"[{""count"": 35, ""signal"": ""GOODS""}, {""count"": 24, ""signal"": ""SERVICES_GENERAL""}, {""count"": 21, ""signal"": ""OSS_UNION_SERVICES""}, {""count"": 5, ""signal"": ""OSS_UNION_GOODS_DISTANCE_SALE""}, {""count"": 3, ""signal"": ""CONSTRUCTION_REVERSE_CHARGE""}, {""count"": 3, ""signal"": ""ELECTRONICS_REVERSE_CHARGE""}, {""count"": 3, ""signal"": ""EXTERNAL_SCHEME_SERVICES""}, {""count"": 3, ""signal"": ""IMMOVABLE_PROPERTY""}, {""count"": 2, ""signal"": ""WASTE_REVERSE_CHARGE""}, {""count"": 1, ""signal"": ""IOSS_DISTANCE_SALE_LOW_VALUE""}, {""count"": 1, ""signal"": ""OSS_UNION_GOODS_INTERFACE_FACILITATED""}]","[{""count"": 22, ""path"": ""src/cadrumo/domain/iva/tests/test_classification.py""}, {""count"": 17, ""path"": ""src/cadrumo/domain/iva/tests/test_intra_community_identification_axis.py""}, {""count"": 12, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_dormant_m369_oss_resolver_live.py""}, {""count"": 10, ""path"": ""src/cadrumo/domain/iva/tests/test_party_fact_split.py""}, {""count"": 9, ""path"": ""src/cadrumo/application/ledger/tests/test_classification_assembly.py""}, {""count"": 5, ""path"": ""src/cadrumo/domain/iva/tests/test_oss.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/invoices/tests/test_m349_clave_follows_the_classifier.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/iva/tests/test_classification_carries_place_of_supply.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/aggregation/tests/test_invoice_line_currency_refusal.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_ledger_iva_aggregation_binding_reverse_charge.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_modelo_source_mesh_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_oss_ioss.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/invoices/tests/test_catalogue.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/invoices/tests/test_models.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_outbound_service_localisation.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_currency_conversion_pipeline_parity.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_party_fact_demand.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/invoices/tests/test_decomposition.py""}]"
RC1-class-static-member-access,ProrrataProvisionalProvenance,99,27,"[{""count"": 62, ""signal"": ""CARRIED_PRIOR_DEFINITIVA""}, {""count"": 22, ""signal"": ""AEAT_AUTORIZADA""}, {""count"": 11, ""signal"": ""INICIO_ACTIVIDAD""}, {""count"": 4, ""signal"": ""INTERRUMPIDA_TRES_ULTIMOS""}]","[{""count"": 16, ""path"": ""src/cadrumo/domain/prorrata_register/tests/test_prorrata_register.py""}, {""count"": 11, ""path"": ""src/cadrumo/application/prorrata_register/tests/test_service.py""}, {""count"": 10, ""path"": ""src/cadrumo/application/prorrata_register/tests/test_election.py""}, {""count"": 7, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_overrides.py""}, {""count"": 6, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_prorrata_register_seed_cli.py""}, {""count"": 5, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_register_roundtrip.py""}, {""count"": 5, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_register_service.py""}, {""count"": 5, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_prorrata_register_cli.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger_prorrata_apportionment.py""}, {""count"": 3, ""path"": ""dev/registry/tests/test_modelo_303_differentiated_deduction_endpoints.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_settlement_writeback.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/prorrata_register/tests/test_sector_lifecycle.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_especial_mandatory_live_emit.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_operator_ingress_end_to_end.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_renta_gasto_aggregation.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_renta_ledger_prorrata_repository.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/storage/tests/test_sectores_diferenciados_verification.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_prorrata_regime_gate_parity.py""}, {""count"": 1, ""path"": ""dev/registry/pipeline/test_m303_generated_envelope_proof.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_especial_art106_oracle.py""}]"
RC1-class-static-member-access,EntityType,91,31,"[{""count"": 55, ""signal"": ""NATURAL_PERSON""}, {""count"": 32, ""signal"": ""LEGAL_ENTITY""}, {""count"": 4, ""signal"": ""ATTRIBUTION_ENTITY""}]","[{""count"": 19, ""path"": ""src/cadrumo/application/overview/tests/test_applicability.py""}, {""count"": 11, ""path"": ""src/cadrumo/domain/deadlines/tests/test_taxpayer_model.py""}, {""count"": 7, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_taxpayer_model.py""}, {""count"": 7, ""path"": ""src/cadrumo/application/wizard/tests/test_descendant_group.py""}, {""count"": 5, ""path"": ""src/cadrumo/application/wizard/tests/test_taxpayer_axes_roundtrip.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/overview/tests/test_calendar_applicability_consistency.py""}, {""count"": 3, ""path"": ""dev/registry/tests/test_applicability_registry_cutover.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/overview/tests/test_obligation_coverage.py""}, {""count"": 3, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_modelo_202_modality.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_applicability_fragment_family.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_enforcement.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_filed_history_discovery.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_revision_replay_inputs.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/overview/tests/test_applicability_modelo_193.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_modelo_200_cuota_integra_lanes.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_schedules.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m130_quarters_to_m100_annual.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m303_quarters_to_m390_annual.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_modality_lifecycle.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_capital_mobiliario_retencion_advisory_predicate.py""}]"
RC1-class-static-member-access,CustomerTaxStatus,87,15,"[{""count"": 49, ""signal"": ""B2B_IVA_REGISTERED""}, {""count"": 32, ""signal"": ""B2C_CONSUMER""}, {""count"": 4, ""signal"": ""UNKNOWN""}, {""count"": 1, ""signal"": ""B2B_NOT_REGISTERED""}, {""count"": 1, ""signal"": ""PUBLIC_ADMINISTRATION""}]","[{""count"": 18, ""path"": ""src/cadrumo/application/ledger/tests/test_classification_assembly.py""}, {""count"": 14, ""path"": ""src/cadrumo/domain/iva/tests/test_outbound_service_localisation.py""}, {""count"": 12, ""path"": ""src/cadrumo/domain/iva/tests/test_classification.py""}, {""count"": 10, ""path"": ""src/cadrumo/domain/iva/tests/test_party_fact_split.py""}, {""count"": 7, ""path"": ""src/cadrumo/application/ledger/tests/test_party_fact_demand.py""}, {""count"": 6, ""path"": ""src/cadrumo/domain/iva/tests/test_oss.py""}, {""count"": 5, ""path"": ""src/cadrumo/application/ledger/tests/test_declared_facts_channel.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/iva/tests/test_classification_carries_place_of_supply.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_structured_country_degradation.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/ledger/tests/test_classifier_inputs.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/ledger/tests/test_ingestion_category_resolution.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_intra_community_identification_axis.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_ledger_iva_aggregation_binding_reverse_charge.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/invoices/tests/test_m349_clave_follows_the_classifier.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/ledger/tests/test_country_vocabulary_narrowing.py""}]"
RC1-class-static-member-access,DescendantRelacion,74,9,"[{""count"": 28, ""signal"": ""ADOPTADO""}, {""count"": 15, ""signal"": ""ACOGIMIENTO_TEMPORAL""}, {""count"": 10, ""signal"": ""TUTELA""}, {""count"": 9, ""signal"": ""DESCENDIENTE""}, {""count"": 7, ""signal"": ""ACOGIMIENTO_PREADOPTIVO_O_PERMANENTE""}, {""count"": 5, ""signal"": ""GUARDA_Y_CUSTODIA_JUDICIAL""}]","[{""count"": 36, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_descendant_relacion_axis.py""}, {""count"": 11, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_deduccion_maternidad_0611.py""}, {""count"": 11, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_config_descendiente_payload_parity.py""}, {""count"": 9, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_descendant_info.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_minimo_descendientes_assimilation_disclosure.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/wizard/tests/test_descendant_group.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_descendant_death_date_persistence.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_family_parse_date.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/contribuyente/tests/test_madrid_nacimiento_adopcion.py""}]"
RC1-class-static-member-access,IvaDeductionEvidenceAuthority,56,40,"[{""count"": 41, ""signal"": ""INVOICE_EVIDENCE""}, {""count"": 7, ""signal"": ""INTRA_EU_SELF_ASSESSMENT""}, {""count"": 3, ""signal"": ""CUSTOMS_DECLARATION""}, {""count"": 3, ""signal"": ""RECTIFICATION_EVIDENCE""}, {""count"": 1, ""signal"": ""BIENES_INVERSION_REGISTER""}, {""count"": 1, ""signal"": ""REAGP_RECEIPT""}]","[{""count"": 5, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_deduction_fact_taxonomy.py""}, {""count"": 4, ""path"": ""src/cadrumo/application/aggregation/tests/test_unrouted_iva_quantity_screen.py""}, {""count"": 3, ""path"": ""dev/registry/tests/test_modelo_303_aic_box_10_base_projection.py""}, {""count"": 3, ""path"": ""dev/registry/tests/test_modelo_303_differentiated_deduction_endpoints.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_ledger_iva_aggregation_binding_exports_recargo.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_e2e_ledger_m303_quarters_to_m390_annual.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_non_arising_category_side_is_refused.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_modelo_303_registry_bindings.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_invoice_classification.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/_verify_ledger_drift_gate_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_binding_prefill.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bucket_aggregation_flow.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_cash_accounting.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger_prorrata_apportionment.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_deductible_evidence_gate.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_official_box_under_declaration.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_353_grupo_aggregation_continuity.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_390_303_reconciliation_continuity.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_prorrata_especial_art106_oracle.py""}]"
RC1-class-static-member-access,FiscalResidency,52,13,"[{""count"": 28, ""signal"": ""NON_RESIDENT_IRNR""}, {""count"": 24, ""signal"": ""RESIDENT_IRPF""}]","[{""count"": 13, ""path"": ""src/cadrumo/domain/deadlines/tests/test_taxpayer_model.py""}, {""count"": 10, ""path"": ""src/cadrumo/application/invoices/tests/test_issuer_establishment.py""}, {""count"": 9, ""path"": ""src/cadrumo/application/ledger/tests/test_source_jurisdiction_policy.py""}, {""count"": 5, ""path"": ""src/cadrumo/application/modelo/tests/test_modelo_210_convenio_rate_resolution.py""}, {""count"": 3, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_source_jurisdiction_undeclared_residency.py""}, {""count"": 2, ""path"": ""dev/registry/tests/test_applicability_registry_cutover.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/invoices/tests/test_simplificada_advisory.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_m210_convenio_lob_advisory.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_verification_m210_advisory.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_applicability_fragment_family.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_210_inmobiliaria_e2e.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_720_foreign_asset_producer_join.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_720_redeclaration_e2e.py""}]"
RC1-class-static-member-access,BienInversionKind,49,13,"[{""count"": 42, ""signal"": ""MUEBLE""}, {""count"": 7, ""signal"": ""INMUEBLE""}]","[{""count"": 14, ""path"": ""src/cadrumo/domain/bienes_inversion/tests/test_record.py""}, {""count"": 10, ""path"": ""src/cadrumo/domain/bienes_inversion/tests/test_transmision.py""}, {""count"": 7, ""path"": ""src/cadrumo/domain/bienes_inversion/tests/test_regularizacion.py""}, {""count"": 4, ""path"": ""dev/registry/tests/test_modelo_303_differentiated_deduction_endpoints.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_roundtrip.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_regularizacion.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_bienes_inversion_advisory.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_concurrent_add.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_bienes_inversion_regularizacion_source_mesh_enrollment.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_deduction_fact_taxonomy.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/filing/tests/test_producer_snapshot.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/modelo/tests/test_export_bienes_inversion_bucket_binding.py""}]"
RC1-class-static-member-access,IvaCashAccountingTreatment,49,21,"[{""count"": 22, ""signal"": ""SUPPLIER_REGIME""}, {""count"": 21, ""signal"": ""NONE""}, {""count"": 6, ""signal"": ""TAXPAYER_REGIME""}]","[{""count"": 14, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_cash_accounting.py""}, {""count"": 5, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_binding_reachability_probe.py""}, {""count"": 3, ""path"": ""src/cadrumo/application/aggregation/tests/test_m303_arrivals.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_cash_accounting.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_iva_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_transactions_repository_roundtrip.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/aggregation/tests/test_iva_ledger_candidates.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/modelo/tests/test_rate_box_coverage_advisory.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_iva_rate_value_selector.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_rate_box_partition.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/iva/tests/test_invoice_classification.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_transaction_date_index.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_currency_conversion_pipeline_parity.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_general_regime_devengo_date.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_terminal_origin_audit.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_terminal_preconditions.py""}, {""count"": 1, ""path"": ""src/cadrumo/application/aggregation/tests/test_unrouted_iva_quantity_screen.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_binding_provider.py""}, {""count"": 1, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_binding_provider_registration.py""}]"
RC1-class-static-member-access,M303RegimeComposition,49,24,"[{""count"": 37, ""signal"": ""GENERAL""}, {""count"": 7, ""signal"": ""SIMPLIFIED""}, {""count"": 5, ""signal"": ""MIXED""}]","[{""count"": 6, ""path"": ""src/cadrumo/application/filing/tests/test_producer_snapshot.py""}, {""count"": 4, ""path"": ""dev/registry/tests/test_modelo_303_registry_schedules.py""}, {""count"": 4, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_m303_filing_evidence_validation.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/calculations/registry/tests/test_modelo_303_registry_schedules.py""}, {""count"": 4, ""path"": ""src/cadrumo/domain/deadlines/tests/test_engine.py""}, {""count"": 3, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_m303_regimen_simplificado_scope_persistence.py""}, {""count"": 3, ""path"": ""src/cadrumo/entrypoints/cli/tests/test_m303_regimen_simplificado_scope.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_export_output_paths.py""}, {""count"": 2, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_export_result_disposition.py""}, {""count"": 2, ""path"": ""src/cadrumo/application/filing/tests/test_modelo_303_exonerado_390_refusal.py""}, {""count"": 2, ""path"": ""src/cadrumo/domain/deadlines/tests/test_models.py""}, {""count"": 1, ""path"": ""dev/registry/edition_export_scenarios.py""}, {""count"": 1, ""path"": ""dev/registry/tests/test_m303_did_account_wire_isolated_authority.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/_export_test_support.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_cross_period_clean_state_enforcement.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_export_m303_regimen_simplificado_scope_contract.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_130_carry_forward_continuity.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_202_modality_lifecycle.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_refund_auto_carry_e2e.py""}, {""count"": 1, ""path"": ""src/cadrumo/adapters/persistence/profile/tests/test_modelo_303_refund_election_e2e.py""}]"
